"df.data_coleta","od","dbo","turbidez","pH","coliformes","nt_total","p_total","temperatura","tds","IQA"
"1981-12-03",3.6,4,150,7.1,130000,0.51,0.104,25,315,34.7213658468148
"1982-01-04",5.5,4,190,6.9,170000,0.35,0.02,22,403,20.8935837331948
"1982-02-02",5.5,2,230,7,4900,0.16,0.02,24,419,24.8813637516545
"1982-03-03",4.8,3,150,7,33000,0.37,0.02,27,325,45.0446021346269
"1982-04-06",6.6,2,18,7.7,33000,0.27,0.044,23,112,47.3509638325815
"1982-04-14",3.4,3,140,7.3,1100,0.38,0.08,23,1145,48.4025218582567
"1982-05-03",6.8,3,12,7,23000,0.41,0.047,23,104,47.6634967045296
"1982-06-02",4.2,2,15,6.7,540000,0.44,0.047,22,110,36.8837566266511
"1982-07-07",2.6,12,19,6.9,230000,0.24,0.047,21,127,33.3549172721204
"1982-08-03",2.2,3,9.5,6.7,230000,0.24,0.028,20,110,30.7408053030248
"1982-09-01",4.4,2,25,7.1,170000,0.21,0.023,23,124,37.7381490846772
"1982-10-04",3.4,3,120,6.5,220000,0.47,0.02,22,279,34.8292837575507
"1982-11-03",3.8,2,25,6.2,1700,0.5,0.02,26,131,47.8510275604981
"1982-12-01",3.8,4,300,6.8,230000,0.29,0.02,26,870,13.0987173485171
"1983-01-04",4.6,1,65,7,340000,0.13,0.058,26,191,41.5762562228756
"1983-02-01",6,3,200,6.9,130000,0.25,0.02,24,453,21.587474752731
"1983-03-02",5.6,1,270,6.7,110000,0.15,0.02,25,818,17.899947616771
"1983-04-04",5.9,2,31,6.8,490000,0.19,0.02,26,130,41.6115512645477
"1983-05-02",6,1,55,6.4,1700000,0.22,0.1,25,118,42.2474480786395
"1983-06-14",7.2,1,55,6.1,790,0.13,0.155,21,146,58.9076420615627
"1983-07-05",6.4,2,17,6.3,33000,0.23,0.1,21,86,49.1895010139367
"1983-08-02",5,4,17,6.9,310000,0.23,0.058,19,106,36.1373955170531
"1983-09-05",4.3,3,12,6.7,170000,0.18,0.039,20,183,35.9581949819023
"1983-10-03",5.4,2,40,7.5,330000,0.07,0.025,23,139,40.3459335288336
"1983-11-07",5.8,1,60,7.1,20000,0.19,0.025,24,164,50.2999755923912
"1983-12-05",5.6,3,25,7.1,330000,0.16,0.02,23,83,43.5468707063928
"1984-01-04",4,5,80,6.2,1700000,0.2,0.169,20,701,32.4792725263225
"1984-02-06",4,2,25,7.1,2e+05,0.06,0.02,25,128,37.0807330364383
"1984-03-08",2.6,2,45,7.2,8000,0.11,0.031,24,219,40.0678507287604
"1984-03-09",4.8,3,60,7.2,7000,0.16,0.028,26,292,48.4784166980298
"1984-04-02",1.8,2,10,7.3,23000,0.07,0.02,25,138,35.6503929658401
"1984-05-02",2.6,2,17,6.8,230000,0.51,0.058,24,132,32.8034609724126
"1984-06-07",4.4,3,10,7.3,5000,0.85,0.102,20,137,45.1724740600621
"1984-07-02",0.8,6,7,7.5,49000,0.7,0.29,21,170,28.8650458023824
"1984-08-01",0.8,8,8,7.2,200,1.88,0.329,21,193,38.7106752307588
"1984-09-05",3.8,2,10,7,2000,1.04,0.123,22,84,52.0941715696225
"1984-10-01",5.8,3,13,6.5,35000,0.9,0.173,23,97,46.5372466065389
"1984-11-06",1.2,6,6,7.3,33000,0.93,0.212,26,147,32.3096572400979
"1984-12-03",1.8,5,6,7.6,33000,0.96,0.359,26,278,29.3889958946994
"1985-01-07",3.4,3,70,7.1,33000,0.38,0.123,26,213,39.1181205224672
"1985-03-18",4,9,7,6.8,23000,5,0.5,23,323,37.7327960996192
"1985-05-21",3.6,3,28,6.5,23000,0.62,0.14,23,160,37.0913729704682
"1985-07-01",1.6,3,7.5,7.1,80000,0.1,0.074,20,115,30.8333698272598
"1985-09-03",2.6,4,11,7.3,11000,1.01,0.096,18,98,39.3027424859451
"1985-10-03",3.8,2,8.5,6.5,13000,0.99,0.205,22,123,40.7468617190322
"1985-11-06",2.4,3,20,7.3,23000,0.41,0.146,24,138,34.7446850535518
"1986-01-07",0.4,9,130,6.8,3e+05,0.63,0.82,24,375,22.1160271584615
"1986-03-04",2.8,2,130,7.2,50000,0.48,0.217,25,254,36.6053942508267
"1986-05-20",2.2,1,70,7,2300,1.25,0.205,22,224,42.6002363349102
"1986-07-08",2,2,6.4,6.8,6000,0.91,0.122,20,159,37.9170673910714
"1986-09-09",0.4,12,7.8,6.8,8000,0.42,0.318,25,184,29.6631962198546
"1986-11-13",2.6,4,35,6.9,30000,0.32,0.242,19,168,31.6973819726955
"1987-02-12",4.7,4,89,7,1600000,0.05,0.313,26,260,36.3987625649373
"1987-04-23",3.5,3,35,7.5,50000,0.22,0.16,21,134,35.3367481893875
"1987-06-22",6.6,2,30,6.8,8000,0.46,1.57,20,1010,44.6643800638721
"1987-08-25",2.4,5,5.5,6.8,8000,0.34,0.119,20,132,35.4614075446504
"1987-10-27",1.4,2,13,7.2,70000,0.86,0.19,24,132,30.2273512624032
"1987-12-14",2,6,79,6.7,2300,0.65,0.272,24,195,41.6651271632207
"1988-02-10",3.6,6,110,6.9,220000,0.44,0.304,24,251,36.433265094019
"1988-04-13",4.6,3,43,7.8,50000,0.15,0.146,22,126,38.6808162505102
"1988-06-02",8.3,2,42,7.1,140000,0.28,0.16,18,149,41.7441704456508
"1988-08-09",1.2,4,11,6.8,30000,0.52,0.198,19,125,28.3828704153704
"1988-10-12",2,5,17,6.7,1300,0.48,0.35,21,182,35.2465326737203
"1988-12-12",2.2,5,25,7.1,5000,0.6,0.17,24,151,34.8864449816575
"1989-02-16",5.8,3,85,6.8,22000,0.12,0.205,24,191,45.8433026332122
"1989-04-13",4.2,3,70,6.7,80000,0.34,0.205,25,234,38.5187478304058
"1989-06-15",4.2,2,15,6.5,13000,0.61,0.125,18,156,41.3157837499671
"1989-08-10",2.8,5,25,6.9,7000,0.51,0.194,19,166,34.9768336343229
"1989-10-19",1.4,7,9,6.9,1300,0.56,0.172,21,167,40.0624205754448
"1989-12-11",0.2,18,115,6.7,2000,1,0.276,24,190,26.3407988814486
"1990-01-30",4,5,35,7,50000,0.26,0.13,28,151,35.9321124575077
"1990-03-15",2.6,4,50,7,7000,0.48,0.168,26,188,37.1655316160713
"1990-05-24",3.4,2,13,6.7,110000,0.11,0.137,20,142,34.0246244777806
"1990-07-11",2,3,16,6.8,13000,0.49,0.151,18,152,33.7893254428698
"1990-10-16",1.2,2,12,6.8,4000,1.44,0.198,24,147,34.7054234705264
"1990-11-22",1.4,5,35,6.9,50000,0.43,0.267,29,185,27.109110965528
"1991-03-18",4.6,2,59,6.7,17000,0.18,0.151,27,162,44.8301553606963
"1991-05-20",6.1,3,29,6.5,110000,0.07,0.055,21,131,39.0348307742673
"1991-07-11",3.8,4,14,6.8,40000,0.43,0.03,19,141,36.711685534834
"1991-10-09",5.4,5,130,7.1,80000,0.13,0.29,20,263,38.013352690675
"1992-01-22",1.4,5,150,6.3,80000,0.58,0.318,24,379,26.6118950224791
"1992-03-19",2.6,5,36,6.7,7000,0.29,0.158,29,174,35.8354112749936
"1992-05-14",1.8,3,16,6.7,50000,0.57,0.127,21,147,30.8422312718514
"1992-07-16",0.4,5,4.5,6.8,5e+05,0.9,0.009,19,181,23.1052209502755
"1992-09-17",0.3,7,41,6.7,50000,0.9,0.392,22,211,24.5062576146988
"1992-11-18",2.2,4,77,7,3e+05,0.25,0.213,23,144,29.7916825936262
"1993-01-13",4.8,3,150,6.4,50000,0.31,0.338,24,336,39.2332877120987
"1993-02-02",4.6,2,180,6.4,30000,0.46,0.398,26,390,22.2076607389314
"1993-03-10",3.5,4,67,6.8,70000,0.41,0.222,27,186,35.6330570498802
"1993-04-12",7,1,61,6.7,8000,0.07,0.165,25,159,53.3899380553033
"1993-05-12",2.2,3,21,6.2,130000,0.3,0.139,23,138,29.1820967953658
"1993-06-07",6.8,4,135,6.2,11000,0.08,0.265,20,282,45.887183922549
"1993-07-14",0.4,3,4,6.8,13000,0.55,0.189,19,163,27.912776657961
"1993-08-02",4,4,4.8,6.5,50000,0.42,0.247,18,181,35.0535348237683
"1993-09-08",0.7,9,5,6.3,5e+05,0.49,0.226,20,201,25.716101747851
"1993-10-13",3.4,4,7.4,6.7,7000,0.57,0.184,24,157,39.9040983584886
"1993-11-10",2.7,4,13,6.8,13000,0.77,0.156,24,187,35.9762500594848
"1993-12-06",2.8,6,78,7,17000,1,0.227,25,249,40.3265787253266
"1994-01-05",0.5,7,21,6.3,230000,0.76,0.177,23,168,24.5433263006744
"1994-02-21",4.4,3,180,7.5,13000,0.49,0.402,24,476,22.5843455607702
"1994-03-02",2.6,4,72,6.7,50000,0.21,0.243,23,243,32.9940274538688
"1994-04-04",6.6,2,4.1,6.6,13000,0.2,0.173,23,169,49.6881298899372
"1994-05-04",1.9,2,7,6.7,7000,1.16,0.142,22,163,36.9971801563921
"1994-06-14",1.8,2,2.9,6.8,8000,0.83,0.156,19,175,36.3194592235027
"1994-07-06",0.4,6,4,6.7,11000,0.77,0.223,19,194,29.9047450073287
"1994-08-04",3.6,5,2.8,6.9,700,0.34,0.219,17,195,43.8923028244271
"1994-09-28",0.5,10,4,6.9,1700000,1.73,0.343,21,270,24.6185366533385
"1994-10-05",2.4,3,2.8,7.1,17000,2.7,0.39,23,251,33.8278673360651
"1994-11-09",1.2,4,21,6.7,11000,1.48,0.196,25,223,29.9518625591993
"1994-12-14",2.2,6,48,7.5,8000,1.3,0.239,25,246,38.0965365849598
"1995-01-18",4.4,2,61,6.4,17000,0.28,0.181,26,205,43.092482804281
"1995-01-25",2.5,5,33,6.6,30000,0.58,0.184,25,178,31.2865914238682
"1995-05-17",3.3,9,175,6.6,80000,0.22,0.344,21,416,20.042546497562
"1995-06-21",2.2,3,6.5,6.9,22000,0.37,0.247,17,127,33.1841254873824
"1995-07-26",0.4,9,11,6.7,3e+05,0.36,0.188,18,136,24.7669759366724
"1995-09-05",0.7,14,7.6,6.6,7e+05,0.85,0.298,21,183,25.2675290871597
"1995-11-29",1,5,32,6.8,130000,0.94,0.2,26,191,23.6446696917832
"1996-01-17",4.2,4,57,7,70000,0.25,0.175,27,176,37.5542111812039
"1996-03-20",5.2,2,100,6.5,2400000,0.46,0.244,25,221,39.5940003312992
"1996-03-21",6.4,5,125,6.5,5e+05,0.24,0.133,25,320,38.9545075388112
"1996-05-08",4,3,11,7,11000,0.75,0.127,20,126,41.401451753194
"1996-07-10",1.4,6,5,6.9,80000,1.63,0.14,18,167,31.2597758404736
"1996-09-18",3.1,6,28,7,230000,1.19,0.252,21,174,33.0198576455084
"1996-11-06",3.3,7,65,6.9,1300000,0.7,0.252,25,216,35.5502026517163
"1997-01-01",5.7,3,63,7,5000,0.09,0.22,23,198,49.3756676972545
"1997-01-15",3.8,4,63,6.8,3e+05,0.14,0.2,25,187,33.7375670070736
"1997-03-01",5.6,3,37,6.9,110000,0.28,0.14,24,149,38.3994391125056
"1997-03-12",3.9,5,41,6.9,230000,0.52,0.178,25,161,31.8915201844848
"1997-05-01",3.2,6,4,7,2300,1,0.208,19,148,45.9242814101827
"1997-05-14",1.5,4,4,7,2200,1.4,0.182,19,164,35.5041757848477
"1997-07-01",3.1,6,6,6.8,5000,1.1,0.182,19,171,43.1943046749476
"1997-07-16",1.6,4,6,6.8,23000,1.9,0.236,20,164,30.0906378582317
"1997-09-01",4.5,11,5,7.3,17000,2.1,0.287,22,214,43.1643216605486
"1997-09-10",1,6,5,7,50000,2.5,0.333,21,129,29.0285918676917
"1997-11-01",4.4,10,180,6.4,5e+05,0.88,0.804,24,639,18.0383244894256
"1997-11-19",1.3,12,140,6.7,3e+05,1.3,0.549,24,417,26.751990046373
"1998-01-27",2.3,5,41,7,130000,0.65,0.25,29,189,27.9498170721395
"1998-03-24",2.9,6,66,6.9,50000,0.54,0.298,26,267,37.2864936787749
"1998-04-07",2.2,4,20,6.8,230000,0.63,0.163,23,144,28.6204633336566
"1998-05-12",3.5,4,10,7,14000,0.88,0.232,21,154,37.4007778602463
"1998-05-26",1.6,3,6,7.3,30000,1.4,0.256,21,177,30.8607682137941
"1998-07-14",2.7,4,6,7.3,110000,1.7,0.02,18,171,31.1101259448363
"1998-07-21",1.3,4,6,6.8,2300,2.1,0.274,20,179,33.3791823048934
"1998-09-01",0.8,4,5,7.1,80000,1.1,0.307,21,219,25.448790524776
"1998-09-15",1.6,5,4,7,30000,2.32,0.256,24,214,29.1359387058997
"1998-11-03",1.4,5,15,7.1,8000,1.35,0.217,22,186,30.6663498474617
"1998-11-10",1,4,6,7,17000,2.1,0.269,24,183,28.6662496850192
"1999-01-19",4.5,4,140,6.7,80000,0.33,0.386,25,341,36.7836189484947
"1999-01-26",3.4,4,67,7,5e+05,0.37,0.36,29,211,32.5586789806368
"1999-03-02",3.8,4,78,6.9,230000,0.17,0.226,26,221,34.403712214225
"1999-03-09",4.5,4,35,7,70000,0.3,0.218,26,165,36.9103383514702
"1999-05-04",3.6,3,8,7,80000,0.55,0.13,24,130,36.9443954906752
"1999-05-18",3.6,3,10,6.5,30000,0.69,0.46,20,127,34.3217729315332
"1999-07-13",2.4,4,5,7.1,11000,1.3,0.243,18,165,34.4440808249643
"1999-07-20",2.4,3,10,7,8000,1.12,0.247,20,192,36.2309869389173
"1999-09-08",0.3,5,5,7.1,23000,1.6,0.439,23,236,23.3315800856561
"1999-09-21",0.6,5,6,7,8e+05,1.3,0.261,22,188,22.6416233253958
"1999-11-03",1.1,5,4,7.1,23000,2.8,0.421,25,259,26.7030694771308
"1999-11-23",0.5,3,10,6.7,17000,2.3,0.283,24,231,26.627360907646
"2000-01-04",2.5,10,160,6.3,30000,0.61,0.504,24,467,19.7394898660899
"2000-01-12",2.1,7,65,6.4,11000,0.73,0.233,26,206,37.5432433324619
"2000-03-14",2.9,4,20,7,8000,0.62,0.41,25,167,35.5843245003194
"2000-03-22",1.9,9,90,7,130000,0.9,0.42,25,288,30.297894864772
"2000-05-02",2.1,3,6,7,17000,1.6,1.78,24,185,31.5160331763117
"2000-05-10",1.7,3,10,7.1,5000,1.8,0.125,23,173,36.0337505162737
"2000-07-04",1.6,3,5,7.1,17000,2.34,0.311,19,254,31.1646056157272
"2000-07-12",0.6,5,5,7.1,11000,3.9,0.445,19,267,25.1645732247803
"2000-09-19",2.5,5,19,7.1,280,1.2,0.638,30,223,38.8446054999563
"2000-09-27",1.2,5,10,7.2,5000,2.9,0.38,22,259,29.5834161439525
"2000-11-22",0.8,12,180,6.7,3e+05,3.1,0.389,25,661,13.8218663032241
"2000-11-29",2.2,7,45,6.9,50000,1.9,0.234,27,258,33.6803218974476
"2001-01-02",4.3,7,100,6.9,50000,1.1,0.187,27,269,43.2296032178252
"2001-01-10",3,3,40,6.9,17000,0.92,0.228,29,173,36.7426921197902
"2001-03-06",1.9,6,28,7.1,160000,0.2,0.166,28,176,31.3082028067148
"2001-03-22",2.2,5,19,7,17000,1.3,0.084,28,178,33.391917128219
"2001-05-08",2.2,3,8,7,2200,1.8,0.211,21,179,39.0138227763218
"2001-05-15",3.5,4,32,7,23000,1.8,0.198,19,193,34.6410024050996
"2001-07-03",2.9,4,8,7,11000,2.3,0.315,21,232,35.2708015742384
"2001-07-24",0.3,7,13,7.1,17000,3.1,0.333,21,249,26.902754546587
"2001-09-04",0.3,5,6,7.1,11000,1.4,0.445,25,242,24.5261891082236
"2001-09-25",2.8,5,8,7.1,30000,2.5,0.304,24,412,32.1993932422817
"2001-11-06",2,6,6,7.5,5000,3,0.29,28,233,39.1572315447929
"2001-11-28",1.3,6,24,7.1,17000,2.1,0.239,30,211,32.841212534353
"2002-01-01",6,6,45,7.5,23000,0.973333333333333,0.173333333333333,27,178.333333333333,47.8883248506321
"2002-01-08",1.7,6,33,7,80000,1.3,0.157,29,191,32.2579882438537
"2002-01-23",4,4,102,6.9,130000,0.17,0.253,25,273,34.5018038167231
"2002-02-22",2.8962156448203,5.34589800443459,62.0407822410148,6.92887029288703,225726.799435028,1.53683760683761,0.400653104925054,23.3509394572025,257.981876332623,32.683825901599
"2002-03-01",5.6,6,29,7.5,50000,0.63,0.255333333333333,29,179.666666666667,44.5715752698259
"2002-03-12",2.8,4,25,7.1,17000,0.77,0.279,29,155,34.9087314734379
"2002-03-19",2.1,7,53,7,3e+05,0.05,0.189,28,214,32.2153794239213
"2002-04-19",1.5,9,87.5666666666667,7.1,105666.666666667,1.14,0.634333333333333,26,360.666666666667,27.5550726272666
"2002-05-01",6.3,5,10,7.3,110000,2.1,0.266666666666667,24,177.666666666667,36.748415285802
"2002-05-14",2.6,5,11,6.9,23000,1.1,0.288,25,262,32.5210247383933
"2002-05-22",2.7,15,607,6.8,3e+05,0.47,0.02,20,1110,26.6376495195839
"2002-06-28",3.53333333333333,8.66666666666667,11.8066666666667,7.2,16966.6666666667,3.36666666666667,0.435,21,260,37.8543669751044
"2002-07-01",6.2,14,11,7.4,317666.666666667,2.16666666666667,0.391666666666667,21,236,39.3438565573835
"2002-07-10",1.1,16,11,7.2,9e+05,2.1,0.387,21,238,22.4238510136933
"2002-07-16",0.7,5,7,7.2,8000,2.2,0.296,17,205,27.2359492837828
"2002-08-09",1.13333333333333,2.66666666666667,32,6.9,12766.6666666667,0.833333333333333,0.091,22,158.666666666667,31.1581326397267
"2002-09-01",3.66666666666667,7.66666666666667,112.5,7.6,30000,2.46666666666667,0.405,23,264.666666666667,38.8705758136679
"2002-09-10",2.7,5,8,7.3,11000,2,0.02,24,258,36.64818353278
"2002-09-17",0.2,7,5,7.3,17000,3.3,0.58,25,294,25.3819143004411
"2002-10-04",4.6,3.33333333333333,70.0333333333333,7.3,73666.6666666667,1.85,0.340666666666667,25,282.666666666667,38.1916290528769
"2002-11-19",0.2,27,160,6.8,3e+05,1.5,0.8,26,883,9.29274498053095
"2002-11-26",0.3,5,14,7.2,5000,3.3,0.247,29,309,26.2849986547548
"2003-01-14",2,11,95,7,90000,0.86,0.216,27,319,34.1750376383218
"2003-01-22",1.4,13,175,6.9,3e+05,0.67,0.45,26,536,15.5600964918846
"2003-03-11",2.6,8,74,6.9,11000,0.75,1.03,26,242,38.7411469774747
"2003-03-18",1.9,7,37,7,13000,0.87,0.886,26,199,30.5198819597345
"2003-05-13",3.1,5,7.6,7,11000,1.4,0.458,22,205,34.0634898715668
"2003-06-23",0.1,8,6.5,7.3,50000,2.4,0.609,20,309,23.0684112576179
"2003-07-15",0.5,5,7.6,7.1,5000,8.5,0.526,18.2,295,24.5051877127177
"2003-07-29",1.2,10,8.2,7.3,170000,6.8,0.334,20.9,338,26.1070106066786
"2003-09-09",0.3,13,12,7.5,7e+05,4.8,3.16,22.8,467,19.9390257090402
"2003-09-29",0.1,17,13,7.3,920000,4.9,0.994,24.4,511,15.722756248586
"2003-11-18",0.1,20,85,7,460000,1.7,0.269,24.2,2135,19.0178750499286
"2003-11-25",1.8,7,24,7.1,17000,1.33,0.311,24.8,289,33.9042742548981
"2004-01-13",2.5,7,70,7,49000,0.6,0.897,28.2,240,31.8455959579535
"2004-01-21",1.1,6,18,6.9,49000,1,0.789,26.6,309,26.466498803909
"2004-03-16",2,3,15,7,7000,0.88,0.151,26.9,169,36.6506860484914
"2004-03-22",2.3,3,15,7.1,7900,0.78,0.282,25,163,36.148817198758
"2004-05-11",2.1,5,21,7,240000,0.92,0.02,21.7,189,28.2803227841459
"2004-05-24",2.2,6,16,7,13000,1.1,0.205,21.2,218,37.0349354214836
"2004-07-13",3,5,17,7,79000,0.73,0.313,19.8,174,30.4546972728618
"2004-07-20",3.8,16,125,6.7,49000,0.69,0.59,18.5,401,30.4487209220219
"2004-09-14",0.2,5,10,7.2,1300,3.5,0.494,25.3,296,26.393268241235
"2004-09-27",1.9,5,6,7.2,33000,3.8,0.488,27.6,323,28.2979676747293
"2004-11-23",4.8,6,33,7.1,33000,0.9,0.9,26.7,209,36.9837353119237
"2004-11-30",1.3,8,32,6.9,23000,0.7,0.2,25.5,220,31.9271500608
"2005-01-11",2.5,8,125,6.9,23000,0.6,0.5,27.1,558,36.2386920006601
"2005-01-17",1.9,5,31,6.9,17000,0.9,0.6,27.6,199,28.225308518793
"2005-03-15",0.5,19,248,6.8,350000,1,1,27.3,691,7.66943945092314
"2005-03-21",3.7,7,93,6.9,160000,0.4,0.6,25.7,308,34.4423598850166
"2005-05-10",2.9,3,6.8,7.1,17000,1,1,23.2,181,30.8787049520845
"2005-05-30",4.6,5,69,7,24000,1,0.3,21,211,37.8797117385177
"2005-07-12",2.7,4,12,6.8,35000,1,2,19.1,195,29.4657047587666
"2005-07-19",2.1,5,7.3,7,17000,1,0.4,19.5,207,30.4571719695873
"2005-09-13",1,3,10,7.1,3300,2,0.5,22.7,229,30.8916735390006
"2005-09-26",1.3,4,5.4,7.2,7900,3,0.3,21.7,271,30.84505358511
"2005-11-22",2.1,3,18,7.1,7900,2,1,21.7,252,29.0483075727305
"2005-11-28",2,5,33,7.1,24000,1,0.4,25.3,244,29.0213305882446
"2006-01-18",1.2,4,16,7.1,5,2,0.3,28.9,187,43.2300057140993
"2006-01-23",2,5,16,7.1,2,1,0.4,30,184,47.0376992891906
"2006-03-08",3.6,5,150,6.9,23000,0.35,0.43,26.4,413,35.5150353892913
"2006-03-14",3.4,4,42,6.7,17000,0.68,0.2,30.4,221,37.1725755980693
"2006-05-09",2.6,3,7.2,7,13000,1.18,0.24,22.1,173,36.305757859245
"2006-05-23",1.3,3,7.6,7,2200,0.39,0.14,20.3,198,36.3104385579386
"2006-07-11",0.2,7,32.5,7.1,49000,2.82,0.29,18.4,257,24.3207792650859
"2006-07-24",2.1,4,7.3,7.1,17000,2,0.4,22.1,263,31.5061468061553
"2006-09-12",0.2,5,8,7.3,7900,3,0.6,23.7,287,23.2130230998852
"2006-09-26",2.9,4,8,7.1,7900,1,0.4,24,274,36.305472377934
"2006-11-21",0.6,5,28,7.1,49000,0.8,0.3,26.5,281,23.7264591394099
"2006-11-28",0.1,9,86,7.1,330000,0.8,0.3,25.8,314,23.5672773888203
"2007-01-09",3.9,5,153,6.9,24000,0.21,0.13,26.5,300,23.0830033715454
"2007-01-30",3.2,7,498,6.8,130000,0.3,0.6,25.5,615,6.24049883067809
"2007-03-13",1.7,5,29.5,6.9,35000,1.37,0.23,29.4,209,28.8116956992003
"2007-03-28",1.9,4,28.2,6.9,20000,1.22,0.19,28,188,31.740507269844
"2007-05-08",2.4,5,11.5,7.1,23000,2,0.8,25.1,235,28.1505393966802
"2007-05-30",2.8,4,13.5,7.1,70000,2,0.3,18.4,75.5,33.8145352012268
"2007-07-10",0.5,5,6.03,7.2,13000,5,0.7,19.9,283,22.8216623189905
"2007-07-18",1,16,168,6.7,11000,0.8,0.9,18.5,420,13.4464826129608
"2007-09-12",1.2,4,6.37,7.1,7900,2,0.4,23.6,246,30.1030274394134
"2007-09-26",0.7,9,8.62,7.3,49000,3,1,24.5,398,23.4761715497206
"2007-11-26",1.3,5,16.6,7.1,11000,1,0.5,25.4,246,28.037948045555
"2007-11-28",3,5,15.6,7.2,13000,2,0.6,27.1,271,32.3854210426926
"2008-01-29",3.7,3,216,6.9,7900,2,5,23.4,401,16.405841728895
"2008-01-30",2.7,9,119,6.9,130000,1,0.6,22.5,305,30.978068174316
"2008-03-05",2.4,3,25.9,7,13000,1,0.3,26.3,152,34.6292681885843
"2008-03-11",1.9,8,90.3,7,11000,0.9,0.5,28.1,284,35.9286678933965
"2008-05-06",4.9,5,69.5,6.3,35000,0.2,0.3,20.7,204,37.0405388082282
"2008-05-28",2.9,4,13,7,78000,0.05,0.3,19.2,166,31.6369246861113
"2008-07-02",2.7,3,11.3,6.9,49000,1.84,0.28,18.4,176,32.263477675588
