"df.data_coleta","od","dbo","turbidez","pH","coliformes","nt_total","p_total","temperatura","tds","IQA"
"2018-03-19",6.7,5,24,7,63333.3333333333,2,0.3,28.4,226,38.8620370477142
"2018-05-07",3.4,6,5.9,7.2,23666.6666666667,4,0.6,24,211,36.3318953038149
"2018-07-11",3.9,7,5.4,6.9,21766.6666666667,6,0.9,18.7,319,33.5902255146322
"2018-09-04",3.6,7,4.7,7.2,47500,5,1,21.5,294,31.5497753755607
"2018-11-06",3.9,6,20,6.9,22333.3333333333,2,0.3,24.6,218,40.1159460330811
"2019-01-15",4,9,31,6.7,65666.6666666667,1,0.4,28.6,164,37.4029217209292
"2019-03-12",4.4,8,32,6.8,92333.3333333333,0.5,0.24,26.9,174,39.7625628059428
"2019-05-07",3.7,3,14,6.8,25433.3333333333,2.58,0.4,25.5,195,35.9377866330641
"2019-07-15",4.4,8,8.1,7,56666.6666666667,2.4,0.4,19.4,235,38.0196757887419
"2019-09-11",5,9,7.3,7,47500,6,0.6,25,319,38.4521380542703
"2019-11-26",5.1,9,34,7,27100,3,0.4,26.5,302,41.6588368563528
"2020-02-12",5.6,6,120,6.8,34833.3333333333,1,0.3,24.7,286,46.1348450533615
"2020-06-24",4.1,9.66666666666667,6.8,7,310766.666666667,6,0.5,19.7,236,32.8038913839969
"2020-08-19",1.8,8,55,6.5,32766.6666666667,5,0.8,21.2,275,27.4637148801614
"2020-10-27",4.1,11,8.1,7.4,18766.6666666667,5,0.5,26.7,235,39.3760068451676
"2021-02-24",3.5,6.33333333333333,12,6.6,12766.6666666667,2.3,0.3,28.8,167,41.3120384598117
"2021-06-08",4.2,5.33333333333333,7.1,6.8,13400,3.4,0.5,19.9,283,39.9451549456865
"2021-08-16",4.7,8.33333333333333,5.7,7.2,67433.3333333333,5.5,0.9,22,346,34.2321207921122
"2021-11-08",6.3,5.33333333333333,13,7.3,21766.6666666667,3.1,0.5,28,324,45.237416138059
"2022-03-22",5.2,6,26,6.8,41100,0.71,0.2,26.5,206,44.0657041117873
"2022-05-17",3.8,6.66666666666667,6.4,7.3,13400,3.16,0.5,21.8,283,39.5311865427872
"2022-08-23",4.9,7.66666666666667,4.7,7.2,67433.3333333333,5,0.7,21.1,374,36.4922786300026
"2022-11-08",5.7,5.66666666666667,9.8,6.8,47433.3333333333,3,0.3,24.3,287,43.7150566839002
"2023-02-01",5.1,13,700,6.8,25433.3333333333,1,0.7,25.3,716,31.5468558810798
"2023-05-17",4.2,8.66666666666667,7.9,7.1,27433.3333333333,2,0.2,20.3,184,41.2798419905064
"2023-08-16",4.1,5.66666666666667,8.7,7.3,13400,4,0.4,22.8,284,41.1350833822105
"2023-12-05",3.3,10.6666666666667,450,7.3,84100,2,0.7,27.4,537,7.58766677241357
"2024-02-14",3.6,10.6666666666667,1500,6.6,77433.3333333333,1,1,26.1,1610,24.8090375275507
"2024-05-21",4.7,7,8.1,7.4,11600,9,0.8,24.5,296,38.5129140011638
"2024-08-20",6.6,5.33333333333333,6.8,7.6,21766.6666666667,6,0.7,22.4,315,42.2431884632043
"2024-11-12",4.5,6,100,7,17766.6666666667,0.9,0.4,25.8,238,44.4916312282699
"2025-02-11",3.4,6.33333333333333,160,7,11600,2,0.6,27.3,326,23.1107889580415
"2025-05-20",4.4,6,5.9,7,18433.3333333333,3.25,0.4,23.7,236,41.8934857960487
"2025-08-19",4.1,7.66666666666667,6.7,7.6,67433.3333333333,5.76666666666667,0.644666666666667,21,358,34.3916451929148
