"df.data_coleta","od","dbo","turbidez","pH","coliformes","nt_total","p_total","temperatura","tds","IQA"
"2022-03-22",6.4,5.66666666666667,37,7,16433.3333333333,0.21,0.2,25,201,48.9951109789636
"2022-05-17",5,6.66666666666667,11,7.1,6066.66666666667,1.95,0.5,20.5,282,45.1559748011691
"2022-08-23",3.8,9,7.1,7,5033.33333333333,2,0.6,19.6,337,40.8174952076912
"2022-11-08",5.7,6,28,7,10100,1,0.4,23.6,292,46.5788591328136
"2023-02-01",6.4,11.3333333333333,1000,6.9,21433.3333333333,1,0.7,24.8,918,33.8693994382463
"2023-05-17",6.6,6,18,7.3,6500,2,0.3,19.1,183,50.1555309008989
"2023-08-16",4.5,6.33333333333333,15,7.3,4400,4,0.4,21.9,273,44.7096036015499
"2023-12-05",6,11.3333333333333,950,7.3,21433.3333333333,0.7,0.7,27.2,1020,33.9654615701518
"2024-02-14",4,7,370,6.8,60766.6666666667,1,0.5,26.6,560,11.1278686408095
"2024-05-21",4.4,6.66666666666667,14,6.8,6066.66666666667,6,0.7,23.8,287,40.093205881152
"2024-08-20",4.7,5.66666666666667,8.6,7.3,537766.666666667,4,0.8,21,315,32.9940734376073
"2024-11-12",6.6,10,140,7.2,8766.66666666667,0.7,0.4,25.5,234,51.1889361943801
"2025-02-11",6.2,4.33333333333333,70,7.3,13766.6666666667,0.7,0.3,26.7,202,45.4925763638134
"2025-05-20",4.3,7.66666666666667,9.2,7,5333.33333333333,1.99,0.5,21.6,251,43.4521697447442
"2025-08-19",3.6,9,12,7.4,7066.66666666667,4.76666666666667,0.566666666666667,20,334,38.4143765354203
